Item #,Description,Date Created,Due Date,Work Order #,Work Order Type,Status,Customer Name,SAPMaterial,Press,Press Priority,CSR,Sales Order,Quantity
I-033202,ZDL-NIELCA-QMAXUB,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200050478,,,,,120
I-033203,ZDL-WALTSA-QMAXUB,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200056018,,,,,108
I-033204,ZDL-CHANSTE-QMAXUB,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200040379,,,,,96
I-032534-01,ZDL-LEVIAN-QMAXUB,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200047927,,,,,96
I-033205,ZDL-SCHRDEBRA-QMAXUB 60 sg,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200083657,,,,,72
I-033206,ZDL-BEREA-QMAXUB 60 sg,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200082163,,,,,60
I-032747-01,ZDL-WESTRAC-QMAXUB,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200056387,,,,,60
I-033207,UBIQUINOL QH 60 SOFTGELS,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200001214,,,,,48
I-033208,ZDL-GERSJ-QMAXUB,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200043405,,,,,48
I-033209,ZDL-TAVAD-QMAXUB 60 sg,2021-12-09,2021-12-15,10381,Internal,Scheduling,XYMO Print,200081913,,,,,48
I-032217-03,BROET- Digestive Enzyme Blend  LABELS,2021-12-09,2021-12-13,10385,Internal,Scheduling,XYMO Print,200007456,,,xymo@xymoprint.com,,24
I-030155-05,ZDL-ANTOELL-B-ACTIV,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200038221,,,xymo@xymoprint.com,,24
I-032148-02,ZDL-ANTOELL-CANDI,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200038222,,,xymo@xymoprint.com,,24
I-033210,ZDL-ANTOELL-HISTA60,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200038234,,,xymo@xymoprint.com,,24
I-033211,ZDL-DISHM-5HTP-CR100,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200041622,,,xymo@xymoprint.com,,24
I-033212,ZDL-ROCCGO-5MTHFES,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200052770,,,xymo@xymoprint.com,,12
I-033213,ZDL-ROCCGO-SGSPLUS,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200052790,,,xymo@xymoprint.com,,24
I-033214,ZDL-SILVMEL-COGN,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200053774,,,xymo@xymoprint.com,,12
I-033215,ZDL-NCFM-5HTP-CR100,2021-12-09,2022-01-10,10385,Internal,Scheduling,XYMO Print,200070283,,,xymo@xymoprint.com,,12
I-032934-01,ZDL-NCFM-ALAMAX,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200070406,,,xymo@xymoprint.com,,24
I-033216,ZDL-SUTTF4-ALAMAX,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200033459,,,xymo@xymoprint.com,,20
I-033217,ZDL-SUTTF4-D32000,2021-12-09,2021-12-13,10385,Internal,Scheduling,XYMO Print,200033494,,,xymo@xymoprint.com,,24
I-033218,ZDL-ALLEDA-ALAMAX,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200037886,,,xymo@xymoprint.com,,24
I-033219,ZDL-ALLEDA-NRF2,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200037921,,,xymo@xymoprint.com,,24
I-033220,ZDL-DOOLV-SYN-PERF,2021-12-09,2021-12-13,10385,Internal,Scheduling,XYMO Print,200041721,,,xymo@xymoprint.com,,24
I-033221,ZDL-TALIM-LIV,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200055272,,,xymo@xymoprint.com,,12
I-033222,ZDL-KOBSB-RESVERP 60 C,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200084419,,,xymo@xymoprint.com,,24
I-033223,ZDL-10191736-CURC95 60 C,2021-12-09,2021-12-15,10385,Internal,Scheduling,XYMO Print,200085055,,,xymo@xymoprint.com,,24
I-033224,ZDL-DOUIJ-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200080730,,,,,264
I-033225,ZDL-BOCKK-PRO-C 90 C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200081604,,,,,216
I-033226,ZDL-ROFRT-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200052822,,,,,192
I-033227,ZDL-DENNSUS-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200041496,,,,,156
I-033228,ZDL-POURK-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200002489,,,,,156
I-033229,ZDL-SHIPA-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200053723,,,,,156
I-033230,ZDL-SULTF-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200055061,,,,,120
I-033231,ZDL-DEMPTA-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200041433,,,,,108
I-033232,ZDL-CHANSTE-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200040378,,,,,96
I-033233,ZDL-HAASD-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200044212,,,,,84
I-033234,ZDL-JOCKD-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200046508,,,,,72
I-033235,ZDL-ENVOMD2-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200042342,,,,,60
I-033236,ZDL-10002915-PRO-C 90 C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200081330,,,,,60
I-033237,ZDL-DAVIJEFFR3-PRO-C 90 C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200081568,,,,,60
I-033238,ZDL-WILLDIANE-PRO-C 90 C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200081965,,,,,60
I-033239,ZDL-CABEA-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200039761,,,,,48
I-033240,ZDL-GHEIM-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200043449,,,,,48
I-033241,ZDL-AIELJO-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200037660,,,,,48
I-033242,ZDL-BANURO-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200038631,,,,,36
I-033243,ZDL-LABRJI-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200047411,,,,,36
I-033244,ZDL-SMOLN-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200054271,,,,,24
I-033245,ZDL-DOKCARE-PRO-C,2021-12-09,2021-12-16,10402,Internal,Scheduling,XYMO Print,200080479,,,,,24
I-032983-01,Curcumax + labels,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200008392,,,,,600
I-032925-01,CurcuPro 95 labels,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200004991,,,,,180
I-033246,ZDL-EMFIT-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200070392,,,,,132
I-033247,ZDL-MUNSL-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200080985,,,,,132
I-033248,ZDL-POLICH-CURC95 60 C,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200081210,,,,,132
I-033249,ZDL-REDDSM-CURC95 60 C,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200083481,,,,,108
I-033250,ZDL-YUMA-CURC95 60 C,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200084422,,,,,108
I-033251,ZDL-MORTCR-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200049757,,,,,84
I-033023-01,ZDL-MUTZDE-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200050035,,,,,72
I-033252,ZDL-DEMPTA-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200041379,,,,,60
I-033253,ZDL-SHIPA-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200053695,,,,,60
I-033254,ZDL-ABRAMARI-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200037465,,,,,48
I-033255,ZDL-LEWIKR2-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200047950,,,,,48
I-033256,ZDL-STILSH-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200054911,,,,,48
I-033257,ZDL-WARDGR2-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200056029,,,,,48
I-033258,ZDL-GROSTH-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200043920,,,,,36
I-032926-01,ZDL-HIELJ2-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200045148,,,,,36
I-033259,ZDL-HUNTJUL-CURC95 60 C,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200082122,,,,,36
I-033090-01,ZDL-MICCD-CURC95 60 C,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200084298,,,,,36
I-033260,ZDL-BEREA-CURC95 60 C,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200082113,,,,,24
I-033261,ZDL-FERNJO-CURC95 60 C,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200082525,,,,,24
I-033262,ZDL-KALIK-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200046640,,,,,24
I-033263,ZDL-PHILMIT-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200051608,,,,,24
I-033264,ZDL-GOLTM-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200043658,,,,,24
I-033265,ZDL-EMMOH2-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200042250,,,,,12
I-033266,ZDL-KRIECH-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200047292,,,,,12
I-033267,ZDL-RANDCL-CURC95,2021-12-09,2021-12-16,10401,Internal,Scheduling,XYMO Print,200052328,,,,,12
I-032983-02,Curcumax + labels,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200008392,,,,,972
I-033254-01,ZDL-ABRAMARI-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200037465,,,,,228
I-032925-02,CurcuPro 95 labels,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200004991,,,,,204
I-033255-01,ZDL-LEWIKR2-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200047950,,,,,204
I-033247-01,ZDL-MUNSL-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200080985,,,,,192
I-033248-01,ZDL-POLICH-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200081210,,,,,180
I-033268,Curcumin Rapid Absorb labels,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200014910,,,,,156
I-033251-01,ZDL-MORTCR-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200049757,,,,,156
I-033269,Cell Defense Plus labels,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200009686,,,,,144
I-033246-01,ZDL-EMFIT-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200070392,,,,,144
I-033270,ZDL-LABRJI-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200047381,,,,,144
I-033271,ZDL-ENGEKE-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200042306,,,,,120
I-033249-01,ZDL-REDDSM-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200083481,,,,,108
I-033257-01,ZDL-WARDGR2-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200056029,,,,,108
I-033250-01,ZDL-YUMA-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200084422,,,,,108
I-033272,ZDL-AGHDL-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200037586,,,,,96
I-032190-01,ZDL-MOORTY-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200083188,,,,,96
I-033023-02,ZDL-MUTZDE-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200050035,,,,,96
I-033252-01,ZDL-DEMPTA-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200041379,,,,,84
I-033253-01,ZDL-SHIPA-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200053695,,,,,84
I-033273,ZDL-ALLEDA-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200037892,,,,,60
I-033261-01,ZDL-FERNJO-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200082525,,,,,60
I-033259-01,ZDL-HUNTJUL-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200082122,,,,,60
I-033262-01,ZDL-KALIK-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200046640,,,,,60
I-033256-01,ZDL-STILSH-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200054911,,,,,60
I-033258-01,ZDL-GROSTH-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200043920,,,,,48
I-033266-01,ZDL-KRIECH-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200047292,,,,,48
I-033090-02,ZDL-MICCD-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200084298,,,,,48
I-033267-01,ZDL-RANDCL-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200052328,,,,,48
I-033274,ZDL-SMOLN-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200054136,,,,,48
I-033260-01,ZDL-BEREA-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200082113,,,,,36
I-033265-01,ZDL-EMMOH2-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200042250,,,,,36
I-033264-01,ZDL-GOLTM-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200043658,,,,,36
I-032926-02,ZDL-HIELJ2-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200045148,,,,,36
I-033275,ZDL-LEIBJ-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200047714,,,,,36
I-033276,ZDL-MOORJUDIT-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200049644,,,,,36
I-033263-01,ZDL-PHILMIT-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200051608,,,,,36
I-033277,ZDL-THRIVEMD-CURC95,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200070397,,,,,36
I-033278,ZDL-WALTSA-CURC95 60 C,2021-12-09,2021-12-16,10404,Internal,Scheduling,XYMO Print,200082120,,,,,36
I-033279,ZDL-DANTS-ASHW35 60 C,2021-12-10,2021-12-13,10431,Internal,Scheduling,XYMO Print,200083987,,,xymo@xymoprint.com,,24
I-033280,ZDL-DANTS-D3,2021-12-10,2021-12-13,10432,Internal,Scheduling,XYMO Print,200041178,,,xymo@xymoprint.com,,24
I-033281,ZDL-GREEALL-200082182 60 T,2021-12-10,2021-12-13,10433,Internal,Scheduling,XYMO Print,200083223,,,xymo@xymoprint.com,,24
I-033283,ZDL-ELYAY-AESGSC,2021-12-10,2021-12-15,10436,Internal,Scheduling,XYMO Print,200042137,,,xymo@xymoprint.com,,60
I-033284,ZDL-LEWIKR--ANWO,2021-12-10,2021-12-13,10438,Internal,Scheduling,XYMO Print,200047959,,,xymo@xymoprint.com,,12
I-033285,ZDL-MENJO3-ATPC,2021-12-10,2021-12-15,10439,Internal,Scheduling,XYMO Print,200049133,,,xymo@xymoprint.com,,24
I-032057-01,ZDL-YEOUTH--REGBIO 120 C,2021-12-10,2021-12-15,10440,Internal,Scheduling,XYMO Print,200081983,,,xymo@xymoprint.com,,120
I-033286,ZDL-ELYAY-200080333 30 sv,2021-12-10,2021-12-15,10441,Internal,Scheduling,XYMO Print,200082482,,,xymo@xymoprint.com,,12
I-033287,ZDL-ROBEJER-200082433 120 C,2021-12-10,2021-12-15,10442,Internal,Scheduling,XYMO Print,200083033,,,xymo@xymoprint.com,,24
I-029999-04,ZDL-YEOUTH-REGBIO,2021-12-10,2021-12-15,10443,Internal,Scheduling,XYMO Print,200056938,,,xymo@xymoprint.com,,108
I-013220-02,Magnesium 100 120c KOREA LABEL 033121,2021-12-10,2021-12-20,10420,Internal,Shipping,XYMO Print,200083486,HP Indigo 6800B,2 - HIGH,,,2000
I-014903-01,PhosphaLine 100c - Labels,2021-12-10,2021-12-17,10420,Internal,Shipping,XYMO Print,200003562,HP Indigo 6800B,2 - HIGH,,,2050
I-033288,ZDL-BUMPC-IGG2,2021-12-10,2021-12-13,10422,Internal,Scheduling,XYMO Print,200039607,,,xymo@xymoprint.com,,24
I-033289,ZDL-GERREZ-RELAX,2021-12-10,2021-12-13,10422,Internal,Scheduling,XYMO Print,200043381,,,xymo@xymoprint.com,,24
I-032699-01,ZDL-DANTS-OFLEANCAP,2021-12-10,2021-12-13,10427,Internal,Scheduling,XYMO Print,200041190,,,xymo@xymoprint.com,,24
I-033290,ZDL-NOBLA-OFLEANCAP,2021-12-10,2021-12-13,10427,Internal,Scheduling,XYMO Print,200081114,,,xymo@xymoprint.com,,24
I-033291,ZDL-GUILGE-PBMSB,2021-12-10,2021-12-13,10429,Internal,Scheduling,XYMO Print,200044032,,,xymo@xymoprint.com,,24
I-033292,ZDL-WONGM-PM350C,2021-12-10,2021-12-13,10429,Internal,Scheduling,XYMO Print,200056704,,,xymo@xymoprint.com,,24
I-033293,ZDL-DOUIJ-XYMOD,2021-12-10,2021-12-13,10435,Internal,Scheduling,XYMO Print,200041749,,,xymo@xymoprint.com,,24
I-033294,ZDL-SHAWPLASTICSURG-XYMOD,2021-12-10,2021-12-15,10435,Internal,Scheduling,XYMO Print,200053539,,,xymo@xymoprint.com,,24
I-028428-14,ZDL-HELFJA-OPMAGN,2021-12-10,2021-12-17,10437,Internal,Scheduling,XYMO Print,200044973,,,xymo@xymoprint.com,,12
I-033295,ZDL-MENJO3-OPMAGNL,2021-12-10,2021-12-15,10437,Internal,Scheduling,XYMO Print,200080285,,,xymo@xymoprint.com,,24
I-033296,ZDL-BLOOB-GLYVAN,2021-12-10,2021-12-13,10421,Internal,Scheduling,XYMO Print,200039036,,,xymo@xymoprint.com,,24
I-033297,ZDL-DANTS-GHICHOCSF,2021-12-10,2021-12-13,10421,Internal,Scheduling,XYMO Print,200041182,,,xymo@xymoprint.com,,12
I-033298,ZDL-DANTS-GHIVANSF,2021-12-10,2021-12-13,10421,Internal,Scheduling,XYMO Print,200041184,,,xymo@xymoprint.com,,12
I-033299,ZDL-ELYAY-GHICHOC,2021-12-10,2021-12-15,10421,Internal,Scheduling,XYMO Print,200042166,,,xymo@xymoprint.com,,12
I-033300,ZDL-GUILGE-PROBSBC,2021-12-10,2021-12-13,10430,Internal,Scheduling,XYMO Print,200044038,,,xymo@xymoprint.com,,24
I-033301,ZDL-MUTZDE-PROB100,2021-12-10,2021-12-13,10430,Internal,Scheduling,XYMO Print,200059812,,,xymo@xymoprint.com,,48
I-033302,ZDL-DOUIJ-PROBSBC,2021-12-10,2021-12-15,10430,Internal,Scheduling,XYMO Print,200010261,,,xymo@xymoprint.com,,120
I-033303,ZDL-DOUIJ-PROB100,2021-12-10,2021-12-15,10430,Internal,Scheduling,XYMO Print,200041742,,,xymo@xymoprint.com,,72
I-032746-01,ZDL-DANTS-ANCHEW60,2021-12-10,2021-12-13,10423,Internal,Scheduling,XYMO Print,200041164,,,xymo@xymoprint.com,,24
I-030135-04,ZDL-DANTS-PRO-C,2021-12-10,2021-12-13,10423,Internal,Scheduling,XYMO Print,200041195,,,xymo@xymoprint.com,,24
I-033304,P-INCLT-200081632 60 T,2021-12-10,2021-12-13,10423,Internal,Scheduling,XYMO Print,200083031,,,xymo@xymoprint.com,,24
I-033305,ZDL-MASOD-MP1300,2021-12-10,2021-12-13,10423,Internal,Scheduling,XYMO Print,200048728,,,xymo@xymoprint.com,,24
I-031140-03,ZDL-DOUIJ-PROS,2021-12-10,2021-12-15,10423,Internal,Scheduling,XYMO Print,200041744,,,xymo@xymoprint.com,,8
I-033306,ZDL-DANTS-5B12,2021-12-10,2021-12-13,10424,Internal,Scheduling,XYMO Print,200041174,,,xymo@xymoprint.com,,48
I-033307,ZDL-DOUIJ-K245,2021-12-10,2021-12-15,10424,Internal,Scheduling,XYMO Print,200041732,,,xymo@xymoprint.com,,48
I-033308,ZDL-KRIECH-XCA75 60 C,2021-12-10,2021-12-15,10424,Internal,Scheduling,XYMO Print,200081170,,,xymo@xymoprint.com,,24
I-033309,ZDL-236606-XCA75 60 C,2021-12-10,2021-12-15,10424,Internal,Scheduling,XYMO Print,200081244,,,xymo@xymoprint.com,,24
I-033310,ZDL-EMFIT-XCA3 60 C,2021-12-10,2021-12-15,10424,Internal,Scheduling,XYMO Print,200082316,,,xymo@xymoprint.com,,48
I-032709-01,ZDL-DANTS-FFVEGCHOC,2021-12-10,2021-12-13,10426,Internal,Scheduling,XYMO Print,200041179,,,xymo@xymoprint.com,,12
I-032710-01,ZDL-DANTS-FFVEGVAN,2021-12-10,2021-12-13,10426,Internal,Scheduling,XYMO Print,200041180,,,xymo@xymoprint.com,,12
I-033311,ZDL-WORDD-FFVCOVAN,2021-12-10,2021-12-13,10426,Internal,Scheduling,XYMO Print,200056772,,,xymo@xymoprint.com,,24
I-030082-04,ZDL-DANTS-FFLCHOC 14 sv,2021-12-10,2021-12-13,10426,Internal,Scheduling,XYMO Print,200082374,,,xymo@xymoprint.com,,12
I-032075-02,ZDL-DANTS-FFLCVAN 14 sv,2021-12-10,2021-12-13,10426,Internal,Scheduling,XYMO Print,200082375,,,xymo@xymoprint.com,,12
I-033312,ZDL-MENOMA2-I5ELAT,2021-12-10,2021-12-13,10426,Internal,Scheduling,XYMO Print,200070062,,,xymo@xymoprint.com,,24
I-033313,ZDL-CHILWE-I5ELAT,2021-12-10,2021-12-13,10426,Internal,Scheduling,XYMO Print,200080451,,,xymo@xymoprint.com,,48
I-033314,ZDL-WHEESA3-FFLCHOC 14 sv,2021-12-10,2021-12-15,10426,Internal,Scheduling,XYMO Print,200082188,,,xymo@xymoprint.com,,24
I-033315,ZDL-DANTS-OSSO,2021-12-10,2021-12-13,10428,Internal,Scheduling,XYMO Print,200041193,,,xymo@xymoprint.com,,36
I-033316,ZDL-SUTTF4-ANWO,2021-12-10,2021-12-17,10428,Internal,Scheduling,XYMO Print,200033465,,,xymo@xymoprint.com,,24
I-033317,MultiNutrients w/o Copper & Iron labels,2021-12-10,2021-12-17,10428,Internal,Scheduling,XYMO Print,200033511,,,xymo@xymoprint.com,,24
I-033318,ZDL-CANFR-OPTIMAG,2021-12-10,2021-12-15,10428,Internal,Scheduling,XYMO Print,200039891,,,xymo@xymoprint.com,,24
I-033319,ZDL-DOUIJ-LIPOX,2021-12-10,2021-12-15,10428,Internal,Scheduling,XYMO Print,200041734,,,xymo@xymoprint.com,,24
I-032725-02,ZDL-DOUIJ-OSSO1100,2021-12-10,2021-12-16,10428,Internal,Scheduling,XYMO Print,200041740,,,xymo@xymoprint.com,,24
I-033320,ZDL-WESTCHRIS-IG26CAP,2021-12-10,2021-12-15,10428,Internal,Scheduling,XYMO Print,200056255,,,xymo@xymoprint.com,,24
I-033321,ZDL-EMFIT--ADRLIV,2021-12-10,2021-12-15,10428,Internal,Scheduling,XYMO Print,200080625,,,xymo@xymoprint.com,,24
I-033322,ZDL-EMFIT--MOODES 120 C,2021-12-10,2021-12-15,10428,Internal,Scheduling,XYMO Print,200082312,,,xymo@xymoprint.com,,48
I-033323,ZDL-ELYAY--ADRENAL,2021-12-10,2021-12-15,10428,Internal,Scheduling,XYMO Print,200042135,,,xymo@xymoprint.com,,24
I-033324,ZDL-ZDINL-XCELC,2021-12-10,2021-12-15,10428,Internal,Scheduling,XYMO Print,200057021,,,xymo@xymoprint.com,,12
I-031635-02,ZDL-DANTS-CARN,2021-12-10,2021-12-13,10425,Internal,Scheduling,XYMO Print,200041177,,,xymo@xymoprint.com,,24
I-033325,ZDL-MEHRA-HISTA60,2021-12-10,2021-12-13,10425,Internal,Scheduling,XYMO Print,200048987,,,xymo@xymoprint.com,,24
I-029011-16,ZDL-HELFJA-200082177 60C,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200083148,,,xymo@xymoprint.com,,24
I-032306-02,ZDL-BROET-CHOLERX,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200007463,,,xymo@xymoprint.com,,24
I-033326,ZDL-WHEESA3-5MTHFES,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200035143,,,xymo@xymoprint.com,,24
I-032688-01,ZDL-ELYAY-NDPN,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200042192,,,xymo@xymoprint.com,,24
I-033327,ZDL-FINKJ-D32000,2021-12-10,2021-12-13,10425,Internal,Scheduling,XYMO Print,200042765,,,xymo@xymoprint.com,,24
I-033328,ZDL-FINKJ-METHYLC,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200042776,,,xymo@xymoprint.com,,24
I-033329,ZDL-LEWIKR-ALLERD,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200047958,,,xymo@xymoprint.com,,24
I-033330,ZDL-RICEC-XYMO-ALLERD,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200052571,,,xymo@xymoprint.com,,24
I-033331,ZDL-SCHWLO-CANDI,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200053342,,,xymo@xymoprint.com,,12
I-033332,ZDL-AMARIMEDICAL-MENO 90 C,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200082221,,,xymo@xymoprint.com,,24
I-033333,ZDL-EMFIT-SYN-CALM 60 C,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200082314,,,xymo@xymoprint.com,,24
I-033334,ZDL-EMFIT-5HTP-CR100 60 T,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200082317,,,xymo@xymoprint.com,,27
I-033335,ZDL-VOSLG-NRF2 30 C,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200084031,,,xymo@xymoprint.com,,24
I-033336,ZDL-DOUIJ-KMG,2021-12-10,2021-12-15,10425,Internal,Scheduling,XYMO Print,200041733,,,xymo@xymoprint.com,,24
